"hmdb_Id"	"kegg_Id"	"super_class"	"class"
"8072"	"HMDB12635"	"NA"	"Lipids"	"Eicosanoids"
"8073"	"HMDB12638"	"C00584"	"Lipids"	"Fatty Acids and Conjugates"
"8074"	"HMDB12639"	"C03577"	"Lipids"	"Eicosanoids"
"8075"	"HMDB12641"	"NA"	"Lipids"	"Eicosanoids"
"8076"	"HMDB12642"	"NA"	"Lipids"	"Eicosanoids"
"8077"	"HMDB12643"	"NA"	"Lipids"	"Eicosanoids"
"8078"	"HMDB12654"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8079"	"HMDB12674"	"NA"	"Lipids"	"Fatty Acid Esters"
"8080"	"HMDB12710"	"C00944"	"Aliphatic Homomonocyclic Compounds"	"Cyclic Alcohols and Derivatives"
"8081"	"HMDB12715"	"C16217"	"Lipids"	"Fatty Acid Esters"
"8082"	"HMDB12777"	"C00584"	"Lipids"	"Fatty Acids and Conjugates"
"8083"	"HMDB12779"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8084"	"HMDB12780"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8085"	"HMDB12782"	"C05302"	"Lipids"	"Steroids and Steroid Derivatives"
"8086"	"HMDB12788"	"NA"	"Lipids"	"Prenol Lipids"
"8087"	"HMDB12789"	"NA"	"Lipids"	"Prenol Lipids"
"8088"	"HMDB12794"	"NA"	"Lipids"	"Prenol Lipids"
"8089"	"HMDB12798"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8090"	"HMDB12799"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8091"	"HMDB12815"	"C12455"	"Aliphatic Acyclic Compounds"	"Alkylamines"
"8092"	"HMDB12819"	"C05651"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8093"	"HMDB12824"	"NA"	"Lipids"	"Eicosanoids"
"8094"	"HMDB12838"	"NA"	"Lipids"	"Eicosanoids"
"8095"	"HMDB12839"	"NA"	"Lipids"	"Eicosanoids"
"8096"	"HMDB12843"	"C06103"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"8097"	"HMDB12848"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8098"	"HMDB12849"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8099"	"HMDB12850"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8100"	"HMDB12851"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8101"	"HMDB12855"	"C00584"	"Lipids"	"Fatty Acids and Conjugates"
"8102"	"HMDB12866"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8103"	"HMDB12867"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8104"	"HMDB12868"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8105"	"HMDB12869"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Benzopyrans"
"8106"	"HMDB12874"	"C00777"	"Lipids"	"Prenol Lipids"
"8107"	"HMDB12880"	"C18170"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"8108"	"HMDB12881"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptidomimetics"
"8109"	"HMDB12882"	"C06102"	"Lipids"	"Fatty Acids and Conjugates"
"8110"	"HMDB12883"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Phenols and Derivatives"
"8111"	"HMDB12884"	"NA"	"Aliphatic Heteropolycyclic Compounds"	"Benzoquinones"
"8112"	"HMDB12894"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8113"	"HMDB12895"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8114"	"HMDB12897"	"C20157"	"Aromatic Heteropolycyclic Compounds"	"Indoles"
"8115"	"HMDB12911"	"NA"	"Lipids"	"Fatty Acid Esters"
"8116"	"HMDB12912"	"NA"	"Lipids"	"Fatty Acid Esters"
"8117"	"HMDB12913"	"NA"	"Lipids"	"Fatty Acid Esters"
"8118"	"HMDB12914"	"NA"	"Lipids"	"Fatty Acid Esters"
"8119"	"HMDB12915"	"C00590"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"8120"	"HMDB12916"	"NA"	"Aliphatic Acyclic Compounds"	"Thiocyanates"
"8121"	"HMDB12925"	"C15853"	"Aliphatic Acyclic Compounds"	"Imines"
"8122"	"HMDB12930"	"NA"	"Lipids"	"Fatty Acid Esters"
"8123"	"HMDB12931"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8124"	"HMDB12932"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8125"	"HMDB12933"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8126"	"HMDB12934"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8127"	"HMDB12935"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8128"	"HMDB12936"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8129"	"HMDB12937"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8130"	"HMDB12938"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8131"	"HMDB12941"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8132"	"HMDB12942"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8133"	"HMDB12943"	"C14819"	"Homogeneous Metal Compounds"	"Homogeneous Transition Metal Compounds"
"8134"	"HMDB12947"	"C05183"	"Aromatic Heteropolycyclic Compounds"	"Tetrapyrroles and Derivatives"
"8135"	"HMDB12948"	"C05647"	"Aromatic Homomonocyclic Compounds"	"Benzoic Acid and Derivatives"
"8136"	"HMDB12958"	"C14155"	"Lipids"	"Prenol Lipids"
"8137"	"HMDB12965"	"C07612"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8138"	"HMDB12969"	"NA"	"Lipids"	"Fatty Acid Esters"
"8139"	"HMDB12971"	"C00854"	"Lipids"	"Fatty Alcohols"
"8140"	"HMDB12973"	"C05361"	"Homogeneous Non-metal Compounds"	"Other Non-metal Organides"
"8141"	"HMDB12974"	"NA"	"Aliphatic Acyclic Compounds"	"Thiocyanates"
"8142"	"HMDB12983"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8143"	"HMDB12984"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8144"	"HMDB12985"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8145"	"HMDB12986"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8146"	"HMDB12987"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8147"	"HMDB12988"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8148"	"HMDB12992"	"C17756"	"Aromatic Heteropolycyclic Compounds"	"Indolines"
"8149"	"HMDB12993"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8150"	"HMDB12994"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8151"	"HMDB12996"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8152"	"HMDB12999"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Polysaccharides"
"8153"	"HMDB13000"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Oligosaccharides"
"8154"	"HMDB13001"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Oligosaccharides"
"8155"	"HMDB13010"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8156"	"HMDB13016"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8157"	"HMDB13017"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8158"	"HMDB13018"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8159"	"HMDB13019"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8160"	"HMDB13020"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8161"	"HMDB13021"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8162"	"HMDB13022"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8163"	"HMDB13023"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8164"	"HMDB13024"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8165"	"HMDB13025"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"8166"	"HMDB13028"	"C01942"	"Lipids"	"Fatty Acid Esters"
"8167"	"HMDB13029"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Indolines"
"8168"	"HMDB13030"	"NA"	"Aliphatic Heteropolycyclic Compounds"	"Cycloalkenes"
"8169"	"HMDB13031"	"NA"	"Aliphatic Heteropolycyclic Compounds"	"Pteridines and Derivatives"
"8170"	"HMDB13032"	"NA"	"Lipids"	"Fatty Alcohols"
"8171"	"HMDB13033"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8172"	"HMDB13034"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8173"	"HMDB13035"	"C06606"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"8174"	"HMDB13036"	"C16834"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8175"	"HMDB13037"	"C00888"	"Lipids"	"Fatty Acid Esters"
"8176"	"HMDB13038"	"NA"	"Lipids"	"Fatty Amides"
"8177"	"HMDB13039"	"NA"	"Lipids"	"Eicosanoids"
"8178"	"HMDB13040"	"C00427"	"Lipids"	"Eicosanoids"
"8179"	"HMDB13041"	"NA"	"Lipids"	"Eicosanoids"
"8180"	"HMDB13043"	"NA"	"Lipids"	"Eicosanoids"
"8181"	"HMDB13045"	"NA"	"Lipids"	"Eicosanoids"
"8182"	"HMDB13046"	"C02744"	"Lipids"	"Sphingolipids"
"8183"	"HMDB13055"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8184"	"HMDB13056"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8185"	"HMDB13057"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8186"	"HMDB13058"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8187"	"HMDB13059"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8188"	"HMDB13060"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8189"	"HMDB13061"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8190"	"HMDB13062"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8191"	"HMDB13063"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8192"	"HMDB13067"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8193"	"HMDB13068"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8194"	"HMDB13070"	"C02325"	"Aromatic Homomonocyclic Compounds"	"Phenols and Derivatives"
"8195"	"HMDB13071"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8196"	"HMDB13072"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8197"	"HMDB13075"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8198"	"HMDB13076"	"NA"	"Aliphatic Acyclic Compounds"	"Alkylamines"
"8199"	"HMDB13078"	"NA"	"Lipids"	"Fatty Amides"
"8200"	"HMDB13105"	"NA"	"Aliphatic Heteromonocyclic Compounds"	"Epoxides"
"8201"	"HMDB13109"	"NA"	"Lipids"	"Fatty Acid Esters"
"8202"	"HMDB13111"	"NA"	"Lipids"	"Prenol Lipids"
"8203"	"HMDB13112"	"C01170"	"Nucleosides, Nucleotides, and Analogues"	"Pyrimidine Nucleotides"
"8204"	"HMDB13113"	"NA"	"Lipids"	"Fatty Alcohols"
"8205"	"HMDB13114"	"NA"	"Lipids"	"Fatty Acid Esters"
"8206"	"HMDB13115"	"NA"	"Lipids"	"Fatty Acid Esters"
"8207"	"HMDB13116"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8208"	"HMDB13117"	"NA"	"Lipids"	"Prenol Lipids"
"8209"	"HMDB13118"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"8210"	"HMDB13121"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8211"	"HMDB13122"	"C04230"	"Lipids"	"Glycerophospholipids"
"8212"	"HMDB13124"	"NA"	"Lipids"	"Fatty Acid Esters"
"8213"	"HMDB13125"	"NA"	"Lipids"	"Fatty Acid Esters"
"8214"	"HMDB13126"	"NA"	"Lipids"	"Fatty Acid Esters"
"8215"	"HMDB13127"	"NA"	"Lipids"	"Fatty Acid Esters"
"8216"	"HMDB13128"	"NA"	"Lipids"	"Fatty Acid Esters"
"8217"	"HMDB13129"	"NA"	"Lipids"	"Fatty Acid Esters"
"8218"	"HMDB13130"	"NA"	"Lipids"	"Fatty Acid Esters"
"8219"	"HMDB13131"	"NA"	"Lipids"	"Fatty Acid Esters"
"8220"	"HMDB13132"	"NA"	"Aliphatic Acyclic Compounds"	"Alkylamines"
"8221"	"HMDB13133"	"NA"	"Lipids"	"Fatty Acid Esters"
"8222"	"HMDB13134"	"NA"	"Lipids"	"Fatty Acid Esters"
"8223"	"HMDB13136"	"NA"	"Aliphatic Acyclic Compounds"	"Alkylamines"
"8224"	"HMDB13139"	"C14519"	"Aromatic Homomonocyclic Compounds"	"Acenes"
"8225"	"HMDB13141"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Imidazopyrimidines"
"8226"	"HMDB13154"	"NA"	"Lipids"	"Fatty Acid Esters"
"8227"	"HMDB13156"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8228"	"HMDB13157"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8229"	"HMDB13158"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8230"	"HMDB13159"	"NA"	"Aromatic Homomonocyclic Compounds"	"Benzoic Acid and Derivatives"
"8231"	"HMDB13161"	"NA"	"Lipids"	"Fatty Acid Esters"
"8232"	"HMDB13162"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8233"	"HMDB13163"	"C14460"	"Aromatic Homomonocyclic Compounds"	"Fluorenes"
"8234"	"HMDB13164"	"NA"	"Lipids"	"Fatty Acid Esters"
"8235"	"HMDB13166"	"NA"	"Lipids"	"Fatty Acid Esters"
"8236"	"HMDB13187"	"NA"	"Lipids"	"Fatty Acid Esters"
"8237"	"HMDB13188"	"C18620"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8238"	"HMDB13189"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Sugar Acids and Derivatives"
"8239"	"HMDB13192"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8240"	"HMDB13195"	"C10998"	"Aromatic Homomonocyclic Compounds"	"Biphenyls and Derivatives"
"8241"	"HMDB13198"	"NA"	"Aromatic Homomonocyclic Compounds"	"Benzoic Acid and Derivatives"
"8242"	"HMDB13199"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8243"	"HMDB13200"	"NA"	"Carbohydrates and Carbohydrate Conjugates"	"Glycosyl Compounds"
"8244"	"HMDB13202"	"NA"	"Lipids"	"Fatty Acid Esters"
"8245"	"HMDB13204"	"NA"	"Aromatic Heteropolycyclic Compounds"	"Imidazopyrimidines"
"8246"	"HMDB13205"	"NA"	"Lipids"	"Fatty Acid Esters"
"8247"	"HMDB13206"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8248"	"HMDB13207"	"NA"	"Lipids"	"Fatty Acid Esters"
"8249"	"HMDB13208"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8250"	"HMDB13209"	"C00806"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8251"	"HMDB13211"	"NA"	"Organic Acids and Derivatives"	"Keto-Acids and Derivatives"
"8252"	"HMDB13213"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8253"	"HMDB13219"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8254"	"HMDB13220"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8255"	"HMDB13221"	"C05481  "	"Lipids"	"Steroids and Steroid Derivatives"
"8256"	"HMDB13222"	"C03065"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8257"	"HMDB13223"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8258"	"HMDB13224"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8259"	"HMDB13225"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8260"	"HMDB13227"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"8261"	"HMDB13228"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8262"	"HMDB13230"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8263"	"HMDB13231"	"C00797"	"Aliphatic Acyclic Compounds"	"Alkylamines"
"8264"	"HMDB13232"	"NA"	"Lipids"	"Steroids and Steroid Derivatives"
"8265"	"HMDB13233"	"C02800"	"Organic Acids and Derivatives"	"Keto-Acids and Derivatives"
"8266"	"HMDB13238"	"NA"	"Lipids"	"Fatty Acid Esters"
"8267"	"HMDB13239"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8268"	"HMDB13240"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8269"	"HMDB13243"	"C11221"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8270"	"HMDB13244"	"C13908"	"Carbohydrates and Carbohydrate Conjugates"	"Disaccharides"
"8271"	"HMDB13245"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8272"	"HMDB13246"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8273"	"HMDB13247"	"NA"	"Aromatic Homomonocyclic Compounds"	"Benzoic Acid and Derivatives"
"8274"	"HMDB13248"	"C03343"	"Aromatic Homomonocyclic Compounds"	"Benzoic Acid and Derivatives"
"8275"	"HMDB13250"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8276"	"HMDB13253"	"C05135"	"Aromatic Heteromonocyclic Compounds"	"Azoles"
"8277"	"HMDB13267"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8278"	"HMDB13272"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8279"	"HMDB13279"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8280"	"HMDB13286"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8281"	"HMDB13287"	"C05545  "	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8282"	"HMDB13288"	"NA"	"Lipids"	"Fatty Acid Esters"
"8283"	"HMDB13292"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8284"	"HMDB13297"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8285"	"HMDB13299"	"NA"	"Lipids"	"Fatty Alcohols"
"8286"	"HMDB13300"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8287"	"HMDB13302"	"NA"	"Amino Acids, Peptides, and Analogues"	"Peptides"
"8288"	"HMDB13303"	"NA"	"Lipids"	"Prenol Lipids"
"8289"	"HMDB13305"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8290"	"HMDB13308"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8291"	"HMDB13310"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8292"	"HMDB13311"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"8293"	"HMDB13312"	"NA"	"Lipids"	"Fatty Acids and Conjugates"
"8294"	"HMDB13314"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8295"	"HMDB13316"	"C14509"	"Lipids"	"Fatty Alcohols"
"8296"	"HMDB13317"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8297"	"HMDB13318"	"C00977"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8298"	"HMDB13319"	"NA"	"Amino Acids, Peptides, and Analogues"	"Amino Acids and Derivatives"
"8299"	"HMDB13321"	"NA"	"Lipids"	"Fatty Acid Esters"
"8300"	"HMDB13322"	"NA"	"Aliphatic Acyclic Compounds"	"Alcohols and Polyols"
"8301"	"HMDB13324"	"NA"	"Lipids"	"Fatty Acid Esters"
"8302"	"HMDB13325"	"NA"	"Lipids"	"Fatty Acid Esters"
"8303"	"HMDB13326"	"NA"	"Lipids"	"Fatty Acid Esters"
"8304"	"HMDB13327"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"8305"	"HMDB13328"	"NA"	"Organic Acids and Derivatives"	"Carboxylic Acids and Derivatives"
"8306"	"HMDB13329"	"NA"	"Lipids"	"Fatty Acid Esters"
"8307"	"HMDB13330"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"8308"	"HMDB13331"	"NA"	"Lipids"	"Fatty Acid Esters"
"8309"	"HMDB13332"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"8310"	"HMDB13333"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"8311"	"HMDB13334"	"NA"	"Lipids"	"Fatty Acid Esters"
"8312"	"HMDB13335"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"8313"	"HMDB13336"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"8314"	"HMDB13337"	"NA"	"Lipids"	"Fatty Acid Esters"
"8315"	"HMDB13338"	"NA"	"Lipids"	"Fatty Acid Esters"
"8316"	"HMDB13339"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"8317"	"HMDB13340"	"NA"	"Organic Acids and Derivatives"	"Hydroxy Acids and Derivatives"
"8318"	"HMDB13341"	"NA"	"Lipids"	"Glycerophospholipids"
"8319"	"HMDB13402"	"NA"	"Lipids"	"Glycerophospholipids"
"8320"	"HMDB13403"	"NA"	"Lipids"	"Glycerophospholipids"
"8321"	"HMDB13404"	"NA"	"Lipids"	"Glycerophospholipids"
"8322"	"HMDB13405"	"NA"	"Lipids"	"Glycerophospholipids"
"8323"	"HMDB13406"	"NA"	"Lipids"	"Glycerophospholipids"
"8324"	"HMDB13407"	"NA"	"Lipids"	"Glycerophospholipids"
"8325"	"HMDB13408"	"NA"	"Lipids"	"Glycerophospholipids"
"8326"	"HMDB13409"	"NA"	"Lipids"	"Glycerophospholipids"
"8327"	"HMDB13410"	"NA"	"Lipids"	"Glycerophospholipids"
"8328"	"HMDB13411"	"NA"	"Lipids"	"Glycerophospholipids"
"8329"	"HMDB13412"	"NA"	"Lipids"	"Glycerophospholipids"
"8330"	"HMDB13413"	"NA"	"Lipids"	"Glycerophospholipids"
"8331"	"HMDB13414"	"NA"	"Lipids"	"Glycerophospholipids"
"8332"	"HMDB13415"	"NA"	"Lipids"	"Glycerophospholipids"
"8333"	"HMDB13416"	"NA"	"Lipids"	"Glycerophospholipids"
"8334"	"HMDB13417"	"NA"	"Lipids"	"Glycerophospholipids"
"8335"	"HMDB13418"	"NA"	"Lipids"	"Glycerophospholipids"
"8336"	"HMDB13419"	"NA"	"Lipids"	"Glycerophospholipids"
"8337"	"HMDB13420"	"NA"	"Lipids"	"Glycerophospholipids"
"8338"	"HMDB13421"	"NA"	"Lipids"	"Glycerophospholipids"
"8339"	"HMDB13422"	"NA"	"Lipids"	"Glycerophospholipids"
"8340"	"HMDB13423"	"NA"	"Lipids"	"Glycerophospholipids"
"8341"	"HMDB13424"	"NA"	"Lipids"	"Glycerophospholipids"
"8342"	"HMDB13425"	"NA"	"Lipids"	"Glycerophospholipids"
"8343"	"HMDB13426"	"NA"	"Lipids"	"Glycerophospholipids"
"8344"	"HMDB13427"	"NA"	"Lipids"	"Glycerophospholipids"
"8345"	"HMDB13428"	"NA"	"Lipids"	"Glycerophospholipids"
"8346"	"HMDB13429"	"NA"	"Lipids"	"Glycerophospholipids"
"8347"	"HMDB13430"	"NA"	"Lipids"	"Glycerophospholipids"
"8348"	"HMDB13431"	"NA"	"Lipids"	"Glycerophospholipids"
"8349"	"HMDB13432"	"NA"	"Lipids"	"Glycerophospholipids"
"8350"	"HMDB13433"	"NA"	"Lipids"	"Glycerophospholipids"
"8351"	"HMDB13434"	"NA"	"Lipids"	"Glycerophospholipids"
"8352"	"HMDB13435"	"NA"	"Lipids"	"Glycerophospholipids"
"8353"	"HMDB13436"	"NA"	"Lipids"	"Glycerophospholipids"
"8354"	"HMDB13437"	"NA"	"Lipids"	"Glycerophospholipids"
"8355"	"HMDB13438"	"NA"	"Lipids"	"Glycerophospholipids"
"8356"	"HMDB13439"	"NA"	"Lipids"	"Glycerophospholipids"
"8357"	"HMDB13440"	"NA"	"Lipids"	"Glycerophospholipids"
"8358"	"HMDB13441"	"NA"	"Lipids"	"Glycerophospholipids"
"8359"	"HMDB13442"	"NA"	"Lipids"	"Glycerophospholipids"
"8360"	"HMDB13443"	"NA"	"Lipids"	"Glycerophospholipids"
"8361"	"HMDB13444"	"NA"	"Lipids"	"Glycerophospholipids"
"8362"	"HMDB13445"	"NA"	"Lipids"	"Glycerophospholipids"
"8363"	"HMDB13446"	"NA"	"Lipids"	"Glycerophospholipids"
"8364"	"HMDB13447"	"NA"	"Lipids"	"Glycerophospholipids"
"8365"	"HMDB13448"	"NA"	"Lipids"	"Glycerophospholipids"
"8366"	"HMDB13449"	"NA"	"Lipids"	"Glycerophospholipids"
"8367"	"HMDB13450"	"NA"	"Lipids"	"Glycerophospholipids"
"8368"	"HMDB13451"	"NA"	"Lipids"	"Glycerophospholipids"
"8369"	"HMDB13452"	"NA"	"Lipids"	"Glycerophospholipids"
"8370"	"HMDB13453"	"NA"	"Lipids"	"Glycerophospholipids"
"8371"	"HMDB13454"	"NA"	"Lipids"	"Glycerophospholipids"
"8372"	"HMDB13455"	"NA"	"Lipids"	"Glycerophospholipids"
"8373"	"HMDB13456"	"NA"	"Lipids"	"Glycerophospholipids"
"8374"	"HMDB13457"	"NA"	"Lipids"	"Glycerophospholipids"
"8375"	"HMDB13458"	"NA"	"Lipids"	"Glycerophospholipids"
"8376"	"HMDB13459"	"NA"	"Lipids"	"Glycerophospholipids"
"8377"	"HMDB13460"	"NA"	"Lipids"	"Glycerophospholipids"
"8378"	"HMDB13461"	"C00550"	"Lipids"	"Sphingolipids"
"8379"	"HMDB13462"	"C00550"	"Lipids"	"Sphingolipids"
"8380"	"HMDB13463"	"C00550"	"Lipids"	"Sphingolipids"
"8381"	"HMDB13464"	"C00550"	"Lipids"	"Sphingolipids"
"8382"	"HMDB13465"	"C00550"	"Lipids"	"Sphingolipids"
"8383"	"HMDB13466"	"C00550"	"Lipids"	"Sphingolipids"
"8384"	"HMDB13467"	"C00550"	"Lipids"	"Sphingolipids"
"8385"	"HMDB13468"	"C00550"	"Lipids"	"Sphingolipids"
